thefe|these
eusebus|eusebius
flendereft|slenderest
mafted|masted
movcd|moved
focius|socius
abyflinian|abyssinian
envic|envie
heartlcssness|heartlessness
universef|universes
rcleafed|released
fynonyms|synonyms
rescarches|researches
carpc|carpe
leafb|leash
celestal|celestial
cyclopcan|cyclopean
aduation|actuation
lawfuiness|lawfulness
sucrc|sucre
opoflum|opossum
instanccs|instances
hefperia|hesperia
behefts|behests
perfedlion|perfection
imprcsa|impresa
tafling|tasting
scvthian|scythian
fcront|feront
ifraclites|israelites
adjufl|adjust
fulcus|sulcus
francbe|franche
curfor|cursor
coeleftial|coelestial
cxtreamly|extreamly
conscientiouslv|conscientiously
peicc|peice
krby|kirby
ncrfs|nerfs
behsarius|belisarius
releafc|release
lassics|lassies
eftuaries|estuaries
rofis|rosis
electcd|elected
sido|solido
fwindlers|swindlers
defre|desire
miscra|misera
ccllcs|celles
fleeple|steeple
subsistancc|subsistance
metalf|metals
affifte|assiste
prcsidents|presidents
lifcrent|liferent
flarry|starry
bowerv|bowery
fpiritedly|spiritedly
partnerfhips|partnerships
lndii|indii
affeftionately|affectionately
oclavian|octavian
bookifh|bookish
ruin|ruine
mintf|mints
guarantec|guarantee
affiflants|assistants
zaak|izaak
oclobcr|october
gauoway|galloway
leiirs|lehrs
campanulatc|campanulate
tld|told
poftpones|postpones
lcath|leath
fymphyfis|symphysis
bclgae|belgae
enamcl|enamel
dewtt|dewitt
vegctation|vegetation
facramenta|sacramenta
ncol|nicol
spinf|spins
prepoflerous|preposterous
difallowing|disallowing
budf|buds
acknowlegcd|acknowleged
fwath|swath
chopf|chops
belicver|believer
jefly|jessy
pde|pede
lociil|lochi
mifunderflood|misunderstood
committceman|committeeman
daincs|daines
nvason|invasion
tradcs|trades
fuccess|success
carcfully|carefully
mersev|mersey
ftrugglc|struggle
erectcd|erected
mattc|matte
nourifliing|nourishing
lefbians|lesbians
aurelus|aurelius
sufficicncy|sufficiency
entrcprise|entreprise
ineffectua|ineffectual
practors|praetors
delida|delicta
noclurnal|nocturnal
cxport|export
imprvement|improvement
fpccified|specified
dctect|detect
custodcs|custodes
vertcbrated|vertebrated
brancbes|branches
pyrcne|pyrene
hke|hike
irrefpective|irrespective
scicncc|science
homilv|homily
pety|piety
iroquos|iroquois
cscape|escape
productivenefs|productiveness
paradifaical|paradisaical
cuncus|cuneus
desccndents|descendents
wasbed|washed
tenantlcss|tenantless
reform|reforme
hanniba|hannibal
difplcafed|displeased
klagcnfurt|klagenfurt
harmonife|harmonise
detedted|detected
likewlfe|likewise
rcmarque|remarque
ftrugling|strugling
vraimcnt|vraiment
labor|labors
cardina|cardinal
reffentiment|ressentiment
earcd|eared
fanctum|sanctum
abforbcd|absorbed
stcrculia|sterculia
deccive|deceive
fanders|sanders
lioards|hoards
hve|hive
rctail|retail
ftylo|stylo
lobatc|lobate
mcsocolon|mesocolon
stcubcn|steuben
dctection|detection
liumor|humor
lowtli|lowth
dravs|drays
pleasng|pleasing
stercographic|stereographic
affcfted|affected
diftinftive|distinctive
grierfon|grierson
ungodlv|ungodly
claffis|classis
taftics|tactics
paife|paise
torriceui|torricelli
joufts|jousts
irn|iron
constanf|constans
blackifli|blackish
conqucred|conquered
afflidtions|afflictions
elemcnts|elements
counfcllor|counsellor
indepcndence|independence
dcferentia|deferentia
mni|omni
coexift|coexist
memorialifts|memorialists
amatcur|amateur
ferosity|serosity
commissarv|commissary
quatrcfoils|quatrefoils
inconftance|inconstance
fapience|sapience
recollecled|recollected
maubcuge|maubeuge
supprefs|suppress
rcpellant|repellant
phrafcs|phrases
fnuffed|snuffed
flruggled|struggled
feverifli|feverish
stealcr|stealer
particularitv|particularity
difcutient|discutient
fufions|fusions
inftrudlive|instructive
freencss|freeness
comptcr|compter
fomitcs|somites
vcntre|ventre
withftands|withstands
eftablish|establish
diffwade|disswade
fuivent|suivent
frefhly|freshly
hawfe|hawse
reportcd|reported
tranfmigrate|transmigrate
edmonstonc|edmonstone
reliflied|relished
cuftards|custards
transversc|transverse
perdrc|perdre
ido|idol
infringcr|infringer
ethclrcd|ethelred
ragf|rags
admir|admire
llluftrious|illustrious
depravitv|depravity
cedcma|oedema
fixc|fixe
uncorrecled|uncorrected
amiablcness|amiableness
pafch|pasch
diaconatc|diaconate
raics|raies
meftre|mestre
swinc|swine
communif|communis
pyrences|pyrenees
fqueak|squeak
abjedl|abject
lousa|louisa
looketb|looketh
perijhed|perished
mimicrv|mimicry
discovcrie|discoverie
fimed|fished
artiuerie|artillerie
sordidncss|sordidness
larmcs|larmes
inflructive|instructive
majcstie|majestie
molvneux|molyneux
enugh|enough
glocefler|glocester
heinousncss|heinousness
ftrengthcned|strengthened
volfcian|volscian
wastcfully|wastefully
civifm|civism
calculatcd|calculated
smokc|smoke
cafing|casing
impoflor|impostor
myftcrious|mysterious
enccphaloid|encephaloid
intensencss|intenseness
fullefl|fullest
grccques|grecques
engroflers|engrossers
fcrma|ferma
diflatisfy|dissatisfy
dircclly|directly
ruysdacl|ruysdael
gorgcous|gorgeous
opacitv|opacity
leefield|icefield
sanftus|sanctus
diftinguijhing|distinguishing
compreffes|compresses
whecler|wheeler
linguia|lingula
shwn|shown
tricbinopoly|trichinopoly
unwilhng|unwilling
difproportions|disproportions
rccharter|recharter
correfpondcnt|correspondent
chaftens|chastens
domeftication|domestication
eafiefl|easiest
cantbarides|cantharides
reddcre|reddere
fastf|fasts
fcares|scares
sahnas|salinas
atmosphcre|atmosphere
actolia|aetolia
glaffy|glassy
limb|limbi
unsustaincd|unsustained
rcpresented|represented
ecbard|echard
opn|open
selfshly|selfishly
eftablijhing|establishing
brift|brist
buildingf|buildings
publishcrs|publishers
wafled|wasted
lacleals|lacteals
leflcn|lessen
gastcr|gaster
eventuauy|eventually
waldcnsian|waldensian
craftf|crafts
cmbark|embark
mcnandcr|menander
roafled|roasted
mason|maison
imitaton|imitation
fuperfaturated|supersaturated
qual|quali
entitlcd|entitled
greatcst|greatest
rcligionists|religionists
habit|habite
practsed|practised
liuiput|lilliput
rcftoration|restoration
pipef|pipes
invefliture|investiture
englifl|english
worthngton|worthington
gatber|gather
liaen|haen
frcnum|frenum
marquisatc|marquisate
monstrc|monstre
rtter|ritter
reprochc|reproche
gramcrcy|gramercy
dstngushed|distinguished
pairf|pairs
ppulation|population
rcfults|results
stretcb|stretch
ters|tiers
sacrfices|sacrifices
tuberofe|tuberose
fubtleft|subtlest
fbowed|showed
nocliluca|noctiluca
saragoffa|saragossa
prcviously|previously
opufcula|opuscula
chchester|chichester
philantbropy|philanthropy
charge|chargee
lovingkindncss|lovingkindness
stylitcs|stylites
desscin|dessein
leeuwcnhoek|leeuwenhoek
fcduced|seduced
whatcver|whatever
folfom|folsom
exccntric|excentric
cnacted|enacted
renvers|renverse
marcbands|marchands
intcrtropical|intertropical
ather|lather
milhgan|milligan
sonfhip|sonship
pcrscpolis|persepolis
tranfadled|transacted
saltcm|saltem
invefligated|investigated
groschcn|groschen
tenuif|tenuis
northallcrton|northallerton
paislev|paisley
ouvrc|ouvre
fpcaker|speaker
molhs|mollis
pilscn|pilsen
ceste|celeste
hcentia|licentia
liiding|hiding
hfting|lifting
affairc|affaire
jackf|jacks
bowditcb|bowditch
simplicty|simplicity
cremastcr|cremaster
ordonnc|ordonne
difmantle|dismantle
tberein|therein
gainfl|gainst
foolf|fools
vicnnc|vienne
thencc|thence
ftound|stound
colleclor|collector
ging|going
vces|vices
defedive|defective
pifte|piste
vifas|visas
mariscbal|marischal
ftatef|states
killiecrankic|killiecrankie
cntra|entra
mcmbranaceous|membranaceous
lavishlv|lavishly
farewel|farewell
hers|heirs
whcals|wheals
obsolcte|obsolete
scornf|scorns
reprefcntations|representations
ruralcs|rurales
dietf|diets
buftards|bustards
dentc|dente
bloodthirfty|bloodthirsty
intelledual|intellectual
affertcd|asserted
who|whoe
immediatc|immediate
cytherca|cytherea
horrcur|horreur
mafhed|mashed
benedid|benedict
applebv|appleby
arrivcr|arriver
prophctic|prophetic
finuofities|sinuosities
ungratificd|ungratified
montagncs|montagnes
limeftones|limestones
fourtecnth|fourteenth
mecbanism|mechanism
fcuille|feuille
refcrred|referred
fegno|segno
holvhead|holyhead
cinquantc|cinquante
marsbal|marshal
ftipulatcd|stipulated
incumbranccr|incumbrancer
papiftical|papistical
careleflnefs|carelessness
absolumcnt|absolument
toref|tores
dcwdrops|dewdrops
polijb|polish
unattemptcd|unattempted
ghttering|glittering
fuflenance|sustenance
maxmus|maximus
commandf|commands
pohtically|politically
ratific|ratifie
tomlnson|tomlinson
fequens|sequens
rcgarded|regarded
fertle|fertile
dartf|darts
ftrctch|stretch
infurredtions|insurrections
gallipoh|gallipoli
fmarts|smarts
trilobitc|trilobite
hajh|hash
foolhardincss|foolhardiness
chincsc|chinese
drapicr|drapier
powcll|powell
equidcm|equidem
ljing|lying
last|lasts
heren|herein
dukef|dukes
quantitic|quantitie
naphtah|naphtali
ambufli|ambush
lillar|hilar
frcq|freq
lacted|ladled
reclion|rection
refpectably|respectably
pefant|pesant
cataloguc|catalogue
wedncfday|wednesday
scrving|serving
dcgrce|degree
laehesis|lachesis
iscbium|ischium
scillv|scilly
boafls|boasts
superiorty|superiority
eulogv|eulogy
clectrical|electrical
fifticth|fiftieth
fhoved|shoved
chryfoflom|chrysostom
rejecls|rejects
arrves|arrives
beamf|beams
profecutc|prosecute
fupplicatory|supplicatory
choifis|choisis
cusf|cuss
fhalloweft|shallowest
fcrai|ferai
ftealer|stealer
ight|eight
monopolift|monopolist
fwclling|swelling
banifter|banister
mvriads|myriads
offcring|offering
lcpidoptcra|lepidoptera
infligation|instigation
invcntus|inventus
ycfterday|yesterday
depided|depicted
apparcntly|apparently
preffa|pressa
infpecled|inspected
ptolemacus|ptolemaeus
tickeu|tickell
obflruction|obstruction
vertucs|vertues
thne|thine
preacbed|preached
uneafincfs|uneasiness
ame|lame
rus|ruse
flriving|striving
fneered|sneered
hymcttus|hymettus
afsisted|assisted
angcr|anger
mattrefles|mattresses
tercus|tereus
decima|decimal
mifcondud|misconduct
oppofte|opposite
ifauria|isauria
vestc|veste
difmiffes|dismisses
distinguishcd|distinguished
indiclment|indictment
interprcte|interprete
beatc|beate
lntil|intil
foemcn|foemen
difclaimer|disclaimer
characleriftics|characteristics
clothcs|clothes
tennyfon|tennyson
specdy|speedy
ocuvrcs|oeuvres
fhrugged|shrugged
peuucida|pellucida
cromwcl|cromwel
mifls|mists
terrafles|terrasses
prctre|pretre
pafter|paster
demof|demos
engincs|engines
darkf|darks
mifcrably|miserably
tbriving|thriving
thotb|thoth
engagc|engage
faffent|fassent
femblances|semblances
deficcation|desiccation
flagnant|stagnant
pricsthood|priesthood
jugemcnt|jugement
entercd|entered
racincss|raciness
fconces|sconces
guclderland|guelderland
hollinfhed|hollinshed
analytiquc|analytique
boldncfs|boldness
clandefline|clandestine
defeafible|defeasible
completcr|completer
offenfivc|offensive
smetimes|sometimes
tendcrcst|tenderest
tclls|tells
cafein|casein
prvately|privately
aqueduft|aqueduct
satisfadion|satisfaction
efcobar|escobar
heedlcssness|heedlessness
frcezing|freezing
eafic|eafie
considcrable|considerable
hacmatin|haematin
fnaffle|snaffle
authrs|authors
eafting|easting
cxpenfe|expense
phrafed|phrased
difmiflcd|dismissed
roomv|roomy
modeflly|modestly
fynovia|synovia
expenfivenefs|expensiveness
wolf|wolfe
fidlion|fiction
punclure|puncture
floughy|sloughy
scrpens|serpens
kiuarney|killarney
rest|resto
catef|cates
liends|hends
pcrmanent|permanent
formdable|formidable
gallerics|galleries
suddennefs|suddenness
bcarer|bearer
lielps|helps
wea|weal
perfonable|personable
aforc|afore
argucd|argued
unreflrained|unrestrained
quahfication|qualification
perccption|perception
lxli|lxii
lingei|lingel
difappointmcnt|disappointment
strengthf|strengths
rcconnu|reconnu
hohcnlinden|hohenlinden
legiflating|legislating
kerguclen|kerguelen
plaiftering|plaistering
hutcbinfon|hutchinson
spccics|species
sctland|scotland
induftion|induction
unfenccd|unfenced
canifter|canister
lacema|lacerna
fifterly|sisterly
auvcrgnc|auvergne
rcmove|remove
convidled|convicted
humphrevs|humphreys
ryal|royal
poffcffions|possessions
tassclled|tasselled
caflini|cassini
tranfcended|transcended
whcreever|whereever
monkim|monkish
boiftrous|boistrous
visitcr|visiter
ervsipelas|erysipelas
compofitor|compositor
tradions|tractions
puffincss|puffiness
finncrs|sinners
sasb|sash
workfop|worksop
invcnit|invenit
irregularitics|irregularities
duftile|ductile
scraient|seraient
invertcbrata|invertebrata
facctiousness|facetiousness
fbaring|sharing
boafling|boasting
liuts|huts
fubfervicnt|subservient
legiflativc|legislative
jurift|jurist
smallcr|smaller
profefforfhip|professorship
languifhment|languishment
kocb|koch
tbrive|thrive
adminiftcr|administer
eloqucnce|eloquence
fpcculation|speculation
lionourable|honourable
shck|shock
fourchctte|fourchette
deteded|detected
folatium|solatium
rcasoncr|reasoner
lovcable|loveable
expcriments|experiments
ftrumpets|strumpets
ftade|stade
immediatey|immediately
fubftitutc|substitute
braffes|brasses
rie|erie
crosslev|crossley
fubmerged|submerged
cicux|cieux
philologift|philologist
inveclives|invectives
incompetencv|incompetency
furrendcred|surrendered
expensc|expense
mifler|mister
tinclure|tincture
partagc|partage
pcnnsylvania|pennsylvania
felicitcr|feliciter
gicsscn|giessen
card|carde
literauy|literally
leings|icings
prefcnting|presenting
febaceous|sebaceous
impaticnt|impatient
mams|maims
aschaffcnburg|aschaffenburg
scarccly|scarcely
lincolnmire|lincolnshire
adjuftments|adjustments
blessng|blessing
flarting|starting
famifhing|famishing
teftable|testable
coplev|copley
haflening|hastening
bottlef|bottles
columeua|columella
lalch|laich
puritic|puritie
politcnefs|politeness
buovant|buoyant
devcloping|developing
discovcr|discover
charmc|charme
pero|piero
partcd|parted
diftcmper|distemper
submaxiuary|submaxillary
fridion|friction
direcle|directe
voicef|voices
unfoundnefs|unsoundness
decrcafe|decrease
such|suche
demcure|demeure
rom|room
houfings|housings
admifsion|admission
hcrrington|herrington
montpclicr|montpelier
tailf|tails
stcwpan|stewpan
thermomcter|thermometer
glifter|glister
ravishcr|ravisher
stcrni|sterni
contincnt|continent
sclve|selve
read|reade
armcd|armed
survving|surviving
selcction|selection
ligamenturn|ligamentum
fcamper|scamper
perifhcd|perished
popcdom|popedom
iskandcr|iskander
bootb|booth
crifes|crises
oppreffively|oppressively
hearfc|hearse
sphcre|sphere
noncxistence|nonexistence
irijhman|irishman
faihng|failing
confignees|consignees
afflid|afflict
feffes|fesses
saccbarum|saccharum
bifh|bish
fibrcs|fibres
hfeblood|lifeblood
fplcndor|splendor
lierry|herry
profitablv|profitably
fpringe|springe
changcment|changement
obftrufts|obstructs
statementf|statements
tourift|tourist
godesbcrg|godesberg
empyrcumatic|empyreumatic
fickneffes|sicknesses
hostihties|hostilities
aftum|actum
rcmarkable|remarkable
arcbiepiscopal|archiepiscopal
unobftructed|unobstructed
luclna|lucina
prcndrc|prendre
cicnfuegos|cienfuegos
labiatac|labiatae
learnf|learns
fentencing|sentencing
overfhoot|overshoot
parenta|parental
licit|licite
harmonifed|harmonised
fuef|sues
dircctions|directions
refpondeat|respondeat
exilc|exile
haclenus|hactenus
phlo|philo
expresscth|expresseth
hbraries|libraries
dil|dill
fie|fiel
parcntes|parentes
dcspisers|despisers
orvlle|orville
unreft|unrest
difjointed|disjointed
als|alls
lewi|lewis
vcrtus|vertus
matcbless|matchless
componcre|componere
colourf|colours
didti|dicti
evewitness|eyewitness
cav|cave
stopc|stope
faloons|saloons
flyf|flys
diplomatc|diplomate
arrestec|arrestee
rcpaire|repaire
eggf|eggs
arbroatb|arbroath
blefleth|blesseth
raifonnables|raisonnables
mifprint|misprint
infifling|insisting
cannng|canning
fafeties|safeties
clevation|elevation
battcl|battel
marque|marquee
fuivie|suivie
londn|london
rcfted|rested
fasfe|fasse
conscrver|conserver
pcrdido|perdido
itahans|italians
boirc|boire
fliocks|shocks
diatcssaron|diatessaron
himsclfc|himselfe
hcrein|herein
sals|sails
dcpart|depart
cnfued|ensued
flagnation|stagnation
differcnces|differences
cutcb|cutch
boihng|boiling
fpondees|spondees
fraftion|fraction
pfalterium|psalterium
shfts|shifts
opprcffive|oppressive
lilics|lilies
cfpoufed|espoused
aflecp|asleep
corredtnefs|correctness
scrvis|servis
lampcter|lampeter
peraca|peraea
orpimcnt|orpiment
bcddington|beddington
novelifts|novelists
chclidonium|chelidonium
emplovments|employments
intcrmittents|intermittents
menzes|menzies
dreffcd|dressed
conjunclival|conjunctival
cflentially|essentially
oafis|oasis
mollct|mollet
flains|stains
lytc|lyte
nicce|niece
praclicable|practicable
xxvii|xxviii
orignated|originated
glcndower|glendower
falmons|salmons
purchafcr|purchaser
distinguisbed|distinguished
visioncd|visioned
obflruct|obstruct
generaly|generally
reluclant|reluctant
latromathematical|iatromathematical
inconvenicncy|inconveniency
earned|learned
pafsport|passport
varnifli|varnish
espagnolc|espagnole
deduclion|deduction
dcscensus|descensus
swcdcnborg|swedenborg
menftruums|menstruums
fcrupule|scrupule
efchewed|eschewed
pencc|pence
unapprehenfive|unapprehensive
burcbard|burchard
zvgomatic|zygomatic
tcrceira|terceira
brefl|brest
plaisancc|plaisance
veftes|vestes
arth|earth
larnbs|lambs
ftriata|striata
fquaws|squaws
ndignation|indignation
adfcititious|adscititious
shamclessness|shamelessness
heavisidc|heaviside
laborf|labors
hohness|holiness
afluaged|assuaged
teachcrs|teachers
rme|rome
chceks|cheeks
lettiee|lettice
matrimonv|matrimony
reftridion|restriction
commandemcnt|commandement
uch|ouch
fovcreigns|sovereigns
bddle|biddle
flrings|strings
fenega|senega
servcd|served
affaflin|assassin
effervefced|effervesced
securc|secure
extcnfion|extension
prieflley|priestley
mcagreness|meagreness
righteousnefs|righteousness
requefling|requesting
rofli|rossi
ccphalopod|cephalopod
energctic|energetic
statucs|statues
macbines|machines
unconfcioufnefs|unconsciousness
auerbacb|auerbach
little|littles
crueltics|cruelties
unht|unlit
ftraighter|straighter
brcach|breach
criminalitv|criminality
intellcctual|intellectual
leueite|leucite
rene|renee
fircd|fired
fplintered|splintered
lieresy|heresy
sbrines|shrines
appcaring|appearing
